transcriptID	WormBaseID	locus	start	stop	VL_am	VL_lm	VL_nil	VC_lm	VC_nil	VR_am	VR_lm	VR_nil	HCON_ortho	HCON_start	HCON_stop	interval_1_status	interval_2_status
H10D18.4	WBGene00019179	scl-13	3810786	3811634	Y	-	-	-	-	-	-	-	-	-	-	-	-
F09F3.9	WBGene00008629	cpt-5	13873153	13875891	-	-	-	-	-	-	-	Y	-	-	-	-	-
F26D2.11	WBGene00005776	srw-29	16423099	16424528	-	-	-	-	-	Y	-	Y	-	-	-	-	-
F26D2.13	WBGene00009151	-	16434722	16435610	-	-	-	-	-	Y	-	Y	-	-	-	-	-
F26D2.15	WBGene00009153	-	16437846	16438934	-	-	-	-	-	Y	-	Y	-	-	-	-	-
F26D2.14	WBGene00009152	-	16435855	16436736	-	-	-	-	-	Y	-	Y	-	-	-	-	-
F26D2.16	WBGene00009154	-	16418351	16420425	-	-	-	-	-	Y	-	Y	-	-	-	-	-
T05H4.7	WBGene00020270	-	6414993	6417501	-	-	-	Y	-	-	-	-	HCON_00154550-00001	36618306	36622445	-	-
C01B4.10	WBGene00006136	str-76	2514234	2515593	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F11A5.7	WBGene00008675	irld-26	16205188	16206818	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
C38D9.1	WBGene00008009	fbxa-171	17563171	17566003	-	-	-	-	-	-	-	Y	-	-	-	-	-
F56A4.1	WBGene00003521	nas-2	2466762	2468504	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F56A4.2	WBGene00018910	-	2459637	2460893	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F56A4.5	WBGene00018913	-	2437960	2439871	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F56A4.4	WBGene00018912	-	2447895	2449136	Y	-	Y	-	-	-	-	-	-	-	-	-	-
F52F10.5b	WBGene00018709	srsx-8	1551044	1553102	-	-	Y	-	-	-	-	-	-	-	-	-	-
K04A8.1	WBGene00019373	-	6565552	6568752	-	-	-	Y	-	-	-	-	-	-	-	-	-
ZK218.4	WBGene00013938	-	17098854	17100405	-	-	-	-	-	-	-	Y	-	-	-	-	-
K04A8.9	WBGene00005004	spp-19	6560181	6561692	-	-	-	Y	-	-	-	-	-	-	-	-	-
K04A8.8	WBGene00005005	spp-20	6557767	6558310	-	-	-	Y	-	-	-	-	-	-	-	-	-
F54B8.4b	WBGene00010019	-	15816464	15817150	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y50D4A.10	WBGene00235315	-	1219781	1220561	-	-	Y	-	-	-	-	-	-	-	-	-	-
C07G3.15a	WBGene00269378	-	3493637	3496945	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y37H2A.4	WBGene00012564	fbxa-107	18123939	18125247	-	-	-	-	-	-	-	Y	-	-	-	-	-
W08A12.4	WBGene00021081	pals-33	3673380	3676632	Y	-	-	-	-	-	-	-	-	-	-	-	-
F40C5.3	WBGene00001736	grl-27	3575055	3575874	Y	-	-	-	-	-	-	-	-	-	-	-	-
F40C5.2	WBGene00018229	-	3570995	3571610	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y51A2D.19d	WBGene00004830	slo-1	18492267	18508205	-	-	-	-	-	-	-	Y	HCON_00150830-00003	30694175	30727680	-	-
Y94A7B.3	WBGene00005495	srh-291	17805623	17808611	-	-	-	-	-	-	-	Y	-	-	-	-	-
F44E7.5a	WBGene00018427	-	5778817	5780799	-	-	-	-	Y	-	-	-	-	-	-	-	-
Y75B7AL.3	WBGene00004923	snt-3	1358178	1371014	-	-	Y	-	-	-	-	-	HCON_00151480-00002	31804669	31847380	-	-
K02E11.2	WBGene00010511	sre-7	14244204	14246104	-	-	-	-	-	-	-	Y	-	-	-	-	-
K02E11.3	WBGene00010512	-	14246236	14246873	-	-	-	-	-	-	-	Y	-	-	-	-	-
T01D3.3b	WBGene00011328	-	13704929	13711091	-	-	-	-	-	-	-	Y	HCON_00144790-00001	20486787	20508735	-	-
K02E11.6	WBGene00010515	-	14249054	14251510	-	-	-	-	-	-	-	Y	-	-	-	-	-
K02E11.7	WBGene00010516	-	14253488	14254321	-	-	-	-	-	-	-	Y	-	-	-	-	-
F21H7.9	WBGene00001545	gcy-20	16248583	16253787	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K02E11.5	WBGene00010514	-	14252325	14253296	-	-	-	-	-	-	-	Y	-	-	-	-	-
W01A11.6	WBGene00003385	moc-2	6502368	6504181	-	-	-	Y	-	-	-	-	HCON_00158960-00001	42415973	42423260	-	-
F14D7.10	WBGene00008797	-	14308464	14308877	-	-	-	-	-	-	-	Y	-	-	-	-	-
W01A11.5	WBGene00020911	cpt-6	6490068	6493921	-	-	-	Y	-	-	-	-	-	-	-	-	-
C47A10.9	WBGene00005491	srh-287	17800838	17801906	-	-	-	-	-	-	-	Y	-	-	-	-	-
F14D7.11	WBGene00008798	-	14310358	14311236	-	-	-	-	-	-	-	Y	-	-	-	-	-
W01A11.4	WBGene00002273	lec-10	6488199	6489120	-	-	-	Y	-	-	-	-	-	-	-	-	-
F56A12.1	WBGene00006775	unc-39	14373389	14375799	-	-	-	-	-	-	-	Y	HCON_00147760-00001	25939816	25943206	-	-
Y37H2A.6	WBGene00012566	fbxa-211	18127519	18129045	-	-	-	-	-	-	-	Y	-	-	-	-	-
F41B5.7a	WBGene00018264	cyp-33C6	2247254	2249410	Y	-	Y	-	-	-	-	-	-	-	-	-	-
W01A11.2	WBGene00020910	dgtr-1	6497106	6498484	-	-	-	Y	-	-	-	-	HCON_00158550-00001	41979174	41983461	Y	-
T05E12.1	WBGene00006176	str-125	17074290	17076000	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y69H2.14	WBGene00013489	col-42	18638484	18639591	-	-	-	-	-	-	-	Y	-	-	-	-	-
F31E9.3	WBGene00009296	-	17322590	17324526	-	-	-	-	-	-	-	Y	-	-	-	-	-
T06C12.1	WBGene00006124	str-60	15897996	15899415	-	-	-	-	-	-	-	Y	-	-	-	-	-
T05E12.3	WBGene00011486	-	17076874	17077989	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y17D7A.3a	WBGene00003655	nhr-65	18839310	18845442	-	-	-	-	-	-	-	Y	-	-	-	-	-
T13F3.5	WBGene00011752	fbxa-2	16266792	16269656	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
T06C12.7	WBGene00003674	nhr-84	15876732	15879619	-	-	-	-	-	-	-	Y	-	-	-	-	-
C49G7.12a	WBGene00077593	-	4038410	4039940	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y51A2B.3	WBGene00013067	nhr-288	18380620	18382690	-	-	-	-	-	-	-	Y	-	-	-	-	-
VC5.2	WBGene00020908	-	7085916	7088854	-	-	-	Y	-	-	-	-	HCON_00160710-00001	44468292	44481453	-	-
C13B7.3a	WBGene00005137	srd-60	2419081	2421583	Y	-	Y	-	-	-	-	-	-	-	-	-	-
VC5.4	WBGene00007029	mys-1	7081537	7084662	-	-	-	Y	-	-	-	-	-	-	-	-	-
VC5.6	WBGene00044699	nhr-286	7089471	7091610	-	-	-	Y	-	-	-	-	-	-	-	-	-
F44G3.1	WBGene00006158	str-103	16117363	16118701	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F02D8.9	WBGene00206370	-	14955021	14955774	-	-	-	-	-	-	-	Y	-	-	-	-	-
F02D8.5	WBGene00008522	nlp-59	14971436	14972419	-	-	-	-	-	-	-	Y	-	-	-	-	-
F02D8.4	WBGene00008521	-	14984893	14987572	-	-	-	-	-	-	-	Y	HCON_00134920-00002	5236130	5243004	-	-
F47H4.1a	WBGene00009834	lsy-27	17348665	17350193	-	-	-	-	-	-	-	Y	-	-	-	-	-
R08E5.1a	WBGene00019961	-	3769801	3771475	Y	-	-	-	-	-	-	-	-	-	-	-	-
F49A5.10	WBGene00044195	-	16875877	16876144	-	-	-	-	-	-	-	Y	-	-	-	-	-
F02D8.2	WBGene00001701	grd-12	14978505	14980248	-	-	-	-	-	-	-	Y	HCON_00148950-00001	27798629	27802125	-	-
R10E8.6	WBGene00011212	-	18259260	18266391	-	-	-	-	-	-	-	Y	-	-	-	-	-
B0391.5	WBGene00007162	fbxa-153	15605673	15610388	-	-	-	-	-	-	-	Y	-	-	-	-	-
T13F3.7	WBGene00011754	-	16272673	16275410	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F09C6.15	WBGene00077492	-	16893740	16894107	-	-	-	-	-	-	-	Y	-	-	-	-	-
T10H4.13	WBGene00045339	-	15266265	15267505	-	-	-	-	-	-	-	Y	-	-	-	-	-
T08B1.1b	WBGene00020340	-	1949834	1986845	Y	-	Y	-	-	-	-	-	-	-	-	-	-
T05E12.6a	WBGene00011487	-	17085002	17090023	-	-	-	-	-	-	-	Y	-	-	-	-	-
T09D3.7	WBGene00005184	srg-27	5339797	5341309	-	-	-	-	Y	-	-	-	-	-	-	-	-
T24A6.7	WBGene00020747	-	3525270	3526580	Y	-	-	-	-	-	-	-	-	-	-	-	-
T24A6.4	WBGene00005533	sri-21	3549853	3551269	Y	-	-	-	-	-	-	-	-	-	-	-	-
T24A6.5	WBGene00020746	srbc-66	3530703	3532380	Y	-	-	-	-	-	-	-	-	-	-	-	-
T09D3.3	WBGene00020384	-	5346494	5349571	-	-	-	-	Y	-	-	-	-	-	-	-	-
T24A6.3	WBGene00001739	grl-30	3556286	3556804	Y	-	-	-	-	-	-	-	-	-	-	-	-
T09D3.1	WBGene00005087	srd-9	5351783	5353067	-	-	-	-	Y	-	-	-	-	-	-	-	-
ZK1055.7	WBGene00022848	-	6602721	6605375	-	-	-	Y	-	-	-	-	-	-	-	-	-
ZK1055.4	WBGene00022845	-	6583761	6587421	-	-	-	Y	-	-	-	-	-	-	-	-	-
ZK1055.2	WBGene00022843	-	6590583	6593634	-	-	-	Y	-	-	-	-	-	-	-	-	-
W06H8.2	WBGene00021066	-	6206755	6208561	-	-	-	Y	-	-	-	-	-	-	-	-	-
T09D3.9	WBGene00195171	-	5366780	5368892	-	-	-	-	Y	-	-	-	-	-	-	-	-
T09D3.8	WBGene00044538	-	5365163	5366792	-	-	-	-	Y	-	-	-	-	-	-	-	-
F28F8.1	WBGene00000057	acr-18	15551155	15559147	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y51A2A.6	WBGene00013062	-	18302714	18303506	-	-	-	-	-	-	-	Y	-	-	-	-	-
F40G12.5	WBGene00009600	-	14269182	14270829	-	-	-	-	-	-	-	Y	-	-	-	-	-
F47H4.11	WBGene00009841	fbxa-134	17350387	17352870	-	-	-	-	-	-	-	Y	-	-	-	-	-
F44G3.2	WBGene00009706	argk-1	16103755	16105953	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
W06D12.4	WBGene00006137	str-77	17718947	17721293	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y20C6A.2	WBGene00012492	fbxb-7	17377172	17379233	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y69H2.10a	WBGene00013485	-	18670315	18676119	-	-	-	-	-	-	-	Y	-	-	-	-	-
K06B4.11	WBGene00003643	nhr-53	15700591	15702362	-	-	-	-	-	-	-	Y	-	-	-	-	-
F54B8.7a	WBGene00010021	srbc-49	15821698	15822884	-	-	-	-	-	-	-	Y	-	-	-	-	-
C35A11.1	WBGene00016428	dmsr-7	5405358	5408386	-	-	-	-	Y	-	-	-	HCON_00133260-00001	2837202	2845348	-	-
C35A11.2	WBGene00016429	-	5386110	5389448	-	-	-	-	Y	-	-	-	-	-	-	-	-
C35A11.4	WBGene00016431	-	5389341	5393026	-	-	-	-	Y	-	-	-	-	-	-	-	-
T19C9.5	WBGene00011841	scl-25	17226959	17227998	-	-	-	-	-	-	-	Y	-	-	-	-	-
T19C9.2	WBGene00005331	srh-112	17225086	17226219	-	-	-	-	-	-	-	Y	-	-	-	-	-
T19C9.1	WBGene00011840	srbc-62	17217990	17219004	-	-	-	-	-	-	-	Y	-	-	-	-	-
T20B3.7	WBGene00004026	phy-3	16833165	16839141	-	-	-	-	-	-	-	Y	-	-	-	-	-
T24A6.16a	WBGene00020753	-	3561460	3562919	Y	-	-	-	-	-	-	-	-	-	-	-	-
W02F12.8	WBGene00175027	-	6692247	6694768	-	-	-	Y	-	-	-	-	-	-	-	-	-
C01G10.17	WBGene00044658	-	15090757	15091121	-	-	-	-	-	-	-	Y	-	-	-	-	-
W02F12.6	WBGene00020951	sna-1	6709574	6710679	-	-	-	Y	-	-	-	-	HCON_00138040-00001	9400287	9402765	-	-
W02F12.7	WBGene00005187	srg-30	6716805	6718297	-	-	-	Y	-	-	-	-	-	-	-	-	-
W02F12.5	WBGene00020950	dlst-1	6707056	6709101	-	-	-	Y	-	-	-	-	HCON_00140620-00001	13120805	13127853	-	-
W02F12.2	WBGene00020947	-	6694853	6697652	-	-	-	Y	-	-	-	-	-	-	-	-	-
W02F12.3	WBGene00020948	era-1	6703057	6704573	-	-	-	Y	-	-	-	-	-	-	-	-	-
C01G10.15	WBGene00007240	-	15086913	15087326	-	-	-	-	-	-	-	Y	-	-	-	-	-
C01G10.12	WBGene00001021	dnj-3	15068678	15069507	-	-	-	-	-	-	-	Y	HCON_00163630-00001	48641377	48647681	-	-
F58E10.1b	WBGene00010259	ric-7	13987164	14005912	-	-	-	-	-	-	-	Y	HCON_00157650-00001	40730783	40827484	Y	-
F49A5.8	WBGene00005770	srw-23	16873942	16875455	-	-	-	-	-	-	-	Y	-	-	-	-	-
AH10.1	WBGene00007082	acs-10	14146499	14148839	-	-	-	-	-	-	-	Y	-	-	-	-	-
CD4.1	WBGene00016988	-	5606542	5609368	-	-	-	-	Y	-	-	-	HCON_00150120-00001	29495535	29510507	-	-
CD4.2	WBGene00000795	crn-2	5594615	5595842	-	-	-	-	Y	-	-	-	HCON_00159220-00001	42805222	42807963	-	-
CD4.3	WBGene00016989	mrpl-48	5593706	5594499	-	-	-	-	Y	-	-	-	HCON_00159210-00001	42802898	42805046	-	-
CD4.4	WBGene00016990	vps-37	5592685	5593612	-	-	-	-	Y	-	-	-	HCON_00159200-00001	42800197	42802541	-	-
CD4.6	WBGene00003927	pas-6	5583161	5584343	-	-	-	-	Y	-	-	-	-	-	-	-	-
CD4.8	WBGene00016993	-	5599145	5601329	-	-	-	-	Y	-	-	-	-	-	-	-	-
C04E12.2	WBGene00015433	-	3369081	3369922	Y	-	-	-	-	-	-	-	-	-	-	-	-
F44C4.5	WBGene00004092	ppt-1	6624701	6626344	-	-	-	Y	-	-	-	-	-	-	-	-	-
F44C4.2	WBGene00018412	nhr-37	6622268	6624694	-	-	-	Y	-	-	-	-	-	-	-	-	-
F44C4.3	WBGene00000784	cpr-4	6614674	6615851	-	-	-	Y	-	-	-	-	-	-	-	-	-
T28C12.6	WBGene00020893	-	6333813	6336123	-	-	-	Y	-	-	-	-	HCON_00151980-00001	32425629	32430797	-	-
F10D2.6	WBGene00017332	ugt-37	7141932	7145318	-	-	-	Y	-	-	-	-	-	-	-	-	-
T27C4.1	WBGene00020854	-	3712768	3715969	Y	-	-	-	-	-	-	-	HCON_00143530-00001	18109912	18117929	-	-
T27C4.3	WBGene00006096	str-30	3725072	3726775	Y	-	-	-	-	-	-	-	-	-	-	-	-
R09B5.9	WBGene00000558	cnc-4	1447195	1447707	-	-	Y	-	-	-	-	-	-	-	-	-	-
T08G3.5	WBGene00005358	srh-141	16443926	16445734	-	-	-	-	-	Y	-	Y	-	-	-	-	-
T08G3.3	WBGene00005359	srh-142	16459388	16460965	-	-	-	-	-	Y	-	Y	-	-	-	-	-
T08G3.2	WBGene00006082	str-14	16453393	16455165	-	-	-	-	-	Y	-	Y	-	-	-	-	-
Y59A8B.7	WBGene00013344	ebp-1	18043571	18052726	-	-	-	-	-	-	-	Y	-	-	-	-	-
C31B8.16	WBGene00044602	-	2930053	2931170	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
M01B2.11	WBGene00005758	srw-11	15239070	15240315	-	-	-	-	-	-	-	Y	-	-	-	-	-
C31B8.12	WBGene00016285	-	2925182	2927722	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
C31B8.13	WBGene00005453	srh-247	2933143	2934175	Y	Y	Y	-	-	-	-	-	-	-	-	-	-
T22G5.6	WBGene00002260	lbp-8	13890679	13891364	-	-	-	-	-	-	-	Y	-	-	-	-	-
C04E12.9	WBGene00015438	srbc-2	3374362	3377073	Y	-	-	-	-	-	-	-	-	-	-	-	-
F16B3.3b	WBGene00044774	-	1315643	1317921	-	-	Y	-	-	-	-	-	HCON_00156740-00001	39447924	39452804	Y	-
Y19D10A.8a	WBGene00021223	-	2353359	2356582	Y	-	Y	-	-	-	-	-	-	-	-	-	-
T05H4.14	WBGene00001513	gad-1	6431320	6433496	-	-	-	Y	-	-	-	-	HCON_00153930-00001	35740844	35748044	-	-
F10D2.10	WBGene00017335	-	7154503	7156224	-	-	-	Y	-	-	-	-	-	-	-	-	-
F10D2.11	WBGene00017336	ugt-41	7161068	7163595	-	-	-	Y	-	-	-	-	-	-	-	-	-
T23D5.7	WBGene00006086	str-19	15742776	15744478	-	-	-	-	-	-	-	Y	-	-	-	-	-
T23D5.6	WBGene00006085	str-18	15740517	15741951	-	-	-	-	-	-	-	Y	-	-	-	-	-
T23D5.1	WBGene00006093	str-27	15734023	15735820	-	-	-	-	-	-	-	Y	-	-	-	-	-
F10D2.16	WBGene00271437	-	7134263	7135682	-	-	-	Y	-	-	-	-	-	-	-	-	-
T23D5.2	WBGene00006103	str-38	15730779	15732309	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y50E8A.12a	WBGene00013055	-	14782650	14784154	-	-	-	-	-	-	-	Y	-	-	-	-	-
K04F1.14b	WBGene00019393	irld-45	1648331	1651099	-	-	Y	-	-	-	-	-	-	-	-	-	-
T23D5.8	WBGene00011943	-	15747480	15748443	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y75B12B.5	WBGene00000879	cyn-3	15189927	15190926	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y75B12B.4	WBGene00013569	bath-36	15187888	15189588	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y75B12B.7	WBGene00005748	srw-1	15198255	15199396	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y75B12B.6	WBGene00004037	plc-2	15192569	15197624	-	-	-	-	-	-	-	Y	HCON_00148240-00001	26695753	26719761	-	-
Y75B12B.3	WBGene00013568	-	15185891	15186329	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y75B12B.2	WBGene00000883	cyn-7	15185454	15187378	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y94A7B.6	WBGene00005504	srh-300	17822105	17823889	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y94A7B.7	WBGene00005507	srh-303	17831650	17833418	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y94A7B.4	WBGene00005500	srh-296	17810353	17812794	-	-	-	-	-	-	-	Y	-	-	-	-	-
T21H3.5a	WBGene00020664	-	1158251	1164293	-	-	Y	-	-	-	-	-	-	-	-	-	-
F57F4.3	WBGene00001581	gfi-1	6392536	6400232	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y94A7B.1	WBGene00005496	srh-292	17802769	17803923	-	-	-	-	-	-	-	Y	-	-	-	-	-
F35E8.10	WBGene00009423	-	15919337	15920373	-	-	-	-	-	-	-	Y	-	-	-	-	-
F35E8.11	WBGene00000412	cdr-1	15921309	15922820	-	-	-	-	-	-	-	Y	-	-	-	-	-
T27B2.1	WBGene00194821	dmsr-16	6807762	6809062	-	-	-	Y	-	-	-	-	-	-	-	-	-
F56A12.2a	WBGene00010143	-	14376000	14379081	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y32G9A.8a	WBGene00021305	zig-11	1875478	1882240	Y	-	Y	-	-	-	-	-	HCON_00134010-00001	3946015	3951829	-	-
F14H8.6b	WBGene00000562	cng-1	15025740	15030250	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK228.10	WBGene00044215	-	18456728	18457329	-	-	-	-	-	-	-	Y	-	-	-	-	-
Y39B6A.69	WBGene00195240	-	19152237	19152450	-	-	-	-	-	-	-	Y	-	-	-	-	-
K10C9.7	WBGene00019626	-	1065682	1067672	-	-	Y	-	-	-	-	-	-	-	-	-	-
K10C9.6	WBGene00006129	str-67	1062588	1064591	-	-	Y	-	-	-	-	-	-	-	-	-	-
K10C9.3	WBGene00019624	rnst-2	1061595	1067908	-	-	Y	-	-	-	-	-	HCON_00148640-00001	27245744	27250962	-	-
C24G6.8	WBGene00016062	-	5534118	5535979	-	-	-	-	Y	-	-	-	HCON_00145350-00001	21696416	21710595	-	-
C49G7.11	WBGene00016789	djr-1.2	4054074	4055125	Y	-	-	-	-	-	-	-	-	-	-	-	-
T26E4.9	WBGene00012051	-	15799212	15802723	-	-	-	-	-	-	-	Y	-	-	-	-	-
C24G6.1	WBGene00006376	syp-2	5536487	5537717	-	-	-	-	Y	-	-	-	-	-	-	-	-
C24G6.7	WBGene00001710	grl-1	5530725	5533855	-	-	-	-	Y	-	-	-	-	-	-	-	-
C24G6.6	WBGene00016061	hpo-15	5509928	5513765	-	-	-	-	Y	-	-	-	HCON_00148780-00001	27515194	27524597	-	-
C24G6.4	WBGene00003637	nhr-47	5505253	5509956	-	-	-	-	Y	-	-	-	HCON_00148760-00001	27492697	27506414	-	-
F10D2.3	WBGene00017330	sre-10	7132548	7133856	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y37H2A.7	WBGene00012567	-	18133300	18134478	-	-	-	-	-	-	-	Y	-	-	-	-	-
F13H6.3	WBGene00017431	cest-33	6363408	6365671	-	-	-	Y	-	-	-	-	-	-	-	-	-
Y80D3A.5	WBGene00013585	cyp-42A1	18912038	18918115	-	-	-	-	-	-	-	Y	HCON_00145460-00001	21947549	21965762	-	-
F22B8.1	WBGene00005616	srj-29	16075659	16077373	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
ZK262.8	WBGene00013953	-	18438381	18440195	-	-	-	-	-	-	-	Y	-	-	-	-	-
F22B8.3	WBGene00009046	-	16090985	16092117	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K08G2.9	WBGene00005503	srh-299	15863342	15864458	-	-	-	-	-	-	-	Y	-	-	-	-	-
K08G2.8	WBGene00005497	srh-293	15866139	15867333	-	-	-	-	-	-	-	Y	-	-	-	-	-
F22B8.7	WBGene00009049	-	16094287	16097320	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K08G2.5	WBGene00005364	srh-148	15856828	15858403	-	-	-	-	-	-	-	Y	-	-	-	-	-
K08G2.7	WBGene00010688	srz-12	15861452	15862699	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06H3.3	WBGene00012316	ctps-1	16794878	16802758	-	-	-	-	-	-	-	Y	HCON_00159710-00001	43270171	43276018	-	-
T23F1.5	WBGene00011948	rocf-1	15459413	15464494	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06H3.1	WBGene00012315	immt-2	16789267	16792773	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZK1037.9	WBGene00005860	srw-113	15333151	15334571	-	-	-	-	-	-	-	Y	-	-	-	-	-
T23F1.4	WBGene00006133	str-71	15457815	15459188	-	-	-	-	-	-	-	Y	-	-	-	-	-
C05C8.2	WBGene00015461	krr-1	7231190	7232749	-	-	-	Y	-	-	-	-	HCON_00147940-00001	26128138	26133122	-	-
C05C8.3	WBGene00001428	fkb-3	7225129	7226307	-	-	-	Y	-	-	-	-	HCON_00157030-00001	39890709	39894226	Y	-
C05C8.6	WBGene00015463	hpo-9	7234922	7237130	-	-	-	Y	-	-	-	-	-	-	-	-	-
C05C8.7	WBGene00015464	-	7242907	7247321	-	-	-	Y	-	-	-	-	HCON_00135310-00001	5590923	5595567	-	-
C05C8.4	WBGene00001563	gei-6	7226279	7230848	-	-	-	Y	-	-	-	-	HCON_00155050-00002	37119663	37129812	Y	-
C05C8.5	WBGene00015462	-	7232434	7234826	-	-	-	Y	-	-	-	-	HCON_00157490-00001	40535492	40542096	Y	-
C05C8.8	WBGene00015465	-	7252250	7255195	-	-	-	Y	-	-	-	-	-	-	-	-	-
C08E8.6	WBGene00007442	-	18368243	18368422	-	-	-	-	-	-	-	Y	-	-	-	-	-
C31A11.1	WBGene00007829	oac-5	16292709	16295617	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
F35E12.2a	WBGene00009426	-	13722254	13724881	-	-	-	-	-	-	-	Y	-	-	-	-	-
W06G6.15	WBGene00045380	-	16654542	16657432	-	-	-	-	-	-	-	Y	-	-	-	-	-
T15B7.11a	WBGene00020523	dmsr-14	6815666	6817284	-	-	-	Y	-	-	-	-	-	-	-	-	-
F57F4.2	WBGene00019016	-	6389003	6389734	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.11	WBGene00003697	nhr-107	6995175	6997123	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.10	WBGene00016367	nhr-162	6990145	6991871	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.13	WBGene00016369	-	7014405	7015972	-	-	-	Y	-	-	-	-	-	-	-	-	-
C33G8.12	WBGene00016368	nhr-163	6983371	6986043	-	-	-	Y	-	-	-	-	-	-	-	-	-
T22G5.3	WBGene00011930	-	13880908	13884127	-	-	-	-	-	-	-	Y	-	-	-	-	-
T22G5.2	WBGene00002259	lbp-7	13879552	13880213	-	-	-	-	-	-	-	Y	-	-	-	-	-
T08G3.13	WBGene00011621	-	16448035	16449374	-	-	-	-	-	Y	-	Y	-	-	-	-	-
C06C6.5a	WBGene00003640	nhr-50	15997726	16000653	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
T08G3.12	WBGene00005355	srh-138	16469367	16471016	-	-	-	-	-	Y	-	Y	-	-	-	-	-
ZK1037.13	WBGene00045515	nhr-291	15318961	15320553	-	-	-	-	-	-	-	Y	-	-	-	-	-
F44E7.8b	WBGene00018430	nhr-142	5785959	5790262	-	-	-	-	Y	-	-	-	-	-	-	-	-
C15H11.1	WBGene00007613	-	14393804	14394463	-	-	-	-	-	-	-	Y	-	-	-	-	-
C47E8.8a	WBGene00008145	set-5	14698970	14707601	-	-	-	-	-	-	-	Y	-	-	-	-	-
ZC412.3b	WBGene00013884	-	14868516	14871432	-	-	-	-	-	-	-	Y	HCON_00146380-00001	23755538	23760498	-	-
ZK285.1	WBGene00006234	str-198	16047808	16049147	-	-	-	-	-	Y	Y	Y	-	-	-	-	-
K08B12.5a	WBGene00006437	mrck-1	6257390	6267197	-	-	-	Y	-	-	-	-	HCON_00138990-00001	10593405	10621442	-	-
ZC132.11	WBGene00269432	-	4296716	4298111	Y	-	-	-	-	-	-	-	-	-	-	-	-
F09C6.11a	WBGene00044181	-	16881986	16882310	-	-	-	-	-	-	-	Y	-	-	-	-	-
F31F7.2a	WBGene00017965	-	6270852	6274911	-	-	-	Y	-	-	-	-	HCON_00138020-00001	9382323	9391359	-	-
ZC376.7a	WBGene00013878	atfs-1	14193681	14197693	-	-	-	-	-	-	-	Y	HCON_00134650-00002	4831046	4836503	-	-
Y75B7AL.2a	WBGene00022285	-	1332273	1358164	-	-	Y	-	-	-	-	-	HCON_00151450-00001	31787571	31793372	-	-
K09D9.10	WBGene00005953	srx-62	3994780	3995938	Y	-	-	-	-	-	-	-	-	-	-	-	-
K09D9.13	WBGene00005836	srw-89	4017080	4019026	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y6G8.4	WBGene00012406	srz-91	17608097	17609597	-	-	-	-	-	-	-	Y	-	-	-	-	-
T22F3.8	WBGene00020698	-	3602052	3605425	Y	-	-	-	-	-	-	-	-	-	-	-	-
Y57E12AL.2	WBGene00021957	-	7058095	7058544	-	-	-	Y	-	-	-	-	-	-	-	-	-
